Code,Title,Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation and Control,Operation Monitoring,Operations Analysis,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing
25-1191.00,Graduate Teaching Assistants,2.62,3.5,2.88,3,3.25,1,1,1,3.5,2.75,2.62,1,1.12,2.12,2,3,2,1,1.75,2,2.12,1.5,1.62,3.62,1,1.75,2.75,3.38,3.5,2.12,2.12,1.62,2.88,1.62,3.38
25-1192.00,"Home Economics Teachers, Postsecondary",3.5,4.12,3.38,3.12,3.88,1,1,1,4.12,3.38,3.88,1.75,1.88,2.88,2.62,3.5,2.5,1,1.75,2.62,3,1.5,2.12,4,1,2.5,3.12,3.12,4.25,3.12,3.12,1.5,3.25,1.5,3.88
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",3.38,3.88,3.62,3.12,3.62,1,1,1,4.12,3.5,4,1.75,1.75,2.75,2.12,3.62,2.75,1.12,1.62,2.62,2.88,1.12,1.5,4,1,2.5,3.12,3.25,4.12,3.25,3.12,1.5,3.62,1.5,3.88
25-1194.00,"Vocational Education Teachers, Postsecondary",3.5,3.88,3.12,3.25,3.62,1.25,1.88,1,4.25,3.25,4,1.75,2,2.62,2,3.88,2.62,2,2,2.5,2.88,1,2.25,3.5,1.25,1.62,3,3.25,4,2.62,2.75,1.75,2.88,1.75,3.5
25-2011.00,"Preschool Teachers, Except Special Education",3.38,3.88,3.12,3.88,3.75,1,1.5,1,4,3.38,4.12,1.12,2.12,2.75,2.38,3.62,2.75,1.12,1.5,2,3.12,1,2.12,3.62,1,1.88,3.5,3.88,4.25,2.5,2.62,1.38,3.38,1.5,3.25
25-2012.00,"Kindergarten Teachers, Except Special Education",3.25,3.88,3.38,3.62,3.38,1,1.12,1,4,3.5,3.62,1.25,1.5,2.75,2.38,3.62,3,1.25,1.75,1.38,3.12,1.12,2,3.5,1,1.25,3.5,3.88,3.88,2.5,2.75,1.75,3.5,1.62,3.25
25-2021.00,"Elementary School Teachers, Except Special Education",3.88,4,3.25,3.62,3.75,1,1.38,1,4.25,3.75,4.12,1.25,1.75,2.88,3,3.88,2.88,1.25,1.75,2.25,3,1.38,2,3.75,1,2.12,3.38,3.88,4.25,3.12,3.12,1.75,3.5,1.25,3.75
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",3.62,4,3.5,3.5,3.62,1,1,1,4.12,3.5,3.75,1.12,1.5,3,2.62,3.62,3.12,1.25,1.88,1.25,3,1.38,2.38,3.88,1,1.38,3.38,3.75,4.12,2.75,2.88,1.5,3.62,1.62,3.75
25-2023.00,"Career/Technical Education Teachers, Middle School",3.38,3.88,3.12,3.38,3.88,1.75,1.75,1,4.12,3.25,3.88,1.75,2.12,2.75,2.38,3.88,2.75,2,2.25,2.88,2.75,1.62,2.5,4,1.75,1.88,3,3.62,4,3,3,1.75,3,1.88,3.62
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",3.5,3.88,3.38,3.75,3.75,1,1.38,1,4.25,3.62,4.25,1.5,2.25,3.12,3,3.5,3,1.25,1.62,1.88,3.12,1.5,2,3.62,1.25,2.12,3.25,3.62,4.12,3,3.25,1.62,3.62,1,3.62
25-2032.00,"Career/Technical Education Teachers, Secondary School",3.62,4,3.75,3.75,3.62,1.12,1.38,1.12,4.25,3.5,3.62,1.88,2.25,3.12,2.62,3.88,3.38,2.25,2.5,1.25,3.38,1.38,2.25,4,1.12,1.5,3.75,3.62,4,2.88,3,1.75,3.62,1.88,4
25-2053.00,"Special Education Teachers, Middle School",3.62,4,3.5,3.75,3.75,1,1,1,4.12,3.5,3.62,1.25,1.38,3.12,2.62,3.75,3.38,1,1.5,1.25,3,1.38,1.25,3.88,1,1.38,3.62,3.75,4,2.88,2.88,1.62,3.75,1,3.5
25-2054.00,"Special Education Teachers, Secondary School",3.38,3.88,3.5,3.75,3.75,1,1.25,1,4,3.5,4,1.5,2.25,2.75,2.88,3.88,2.88,1.25,1.88,2.25,3.12,1.5,1.88,3.75,1,1.75,3.88,3.75,3.88,2.88,3.12,1.5,3.5,1.12,3.75
25-2059.01,Adapted Physical Education Specialists,3.5,4.12,3.12,3.25,3.5,1,1.25,1.12,4.12,3.62,3.62,1.62,2,3,2.12,3.75,2.88,1.38,2.12,2,3.25,1.38,2.12,3.88,1.12,1.38,4.12,3.88,3.88,3,3.12,1.62,3.38,1.88,3.62
25-3011.00,Adult Basic and Secondary Education and Literacy Teachers and Instructors,3.5,4,3.38,3.38,3.5,1,1,1,4.38,3.5,3.62,1.12,1.38,2.75,2.75,3.62,2.88,1,1.75,1.12,2.88,1.38,1.12,3.88,1,1.5,3.5,3.5,4.12,2.62,2.62,1.62,3.38,1,3.88
25-3021.00,Self-Enrichment Education Teachers,3,3.38,2.75,3.12,3.12,1,1.12,1,3.38,3,3.25,1.38,1.5,2.75,2,3.25,2.38,1.75,1.88,2.25,2.62,1.62,1.88,3.25,1,1.62,3,3.38,3.62,2.38,2.25,1.75,2.88,1.75,2.88
25-4011.00,Archivists,3.25,3.75,3.12,3,3.25,1,1,1,2.88,3.38,2.75,2,2.25,2.88,2,3,2.62,1,1.62,2.12,2.75,1.88,1.5,3.88,1,1.75,3,3,3.12,2.88,2.38,1.5,3.12,1.25,3.75
25-4012.00,Curators,3.38,3.88,3.5,3.25,3.62,1,1.12,1.38,3.12,3.5,2.88,3,3.12,3.12,2.75,3.25,3,1.38,1.88,2.12,3,2,2.38,4,1,1.62,2.88,3.12,4.12,3.25,3.12,1.62,3.5,1.12,3.88
25-4013.00,Museum Technicians and Conservators,3.12,3.75,3.25,3.12,3.25,1.12,1.12,1.5,3,3.12,2.62,1.75,2,2.38,2.12,3.25,2.75,2.12,2.5,1.38,2.75,1.38,2.75,3.5,1.25,2.25,2.88,3,3.5,2.5,2.5,2,3,1.88,3.38
25-4021.00,Librarians,3.25,3.88,3.12,3.38,3.5,1.12,1,1,3.38,3.25,3,2.12,2.38,2.88,2.25,3.62,2.75,1,1.75,2.62,3,1.38,1.12,4,1.12,1.75,3.38,3.38,3.75,2.62,2.75,1.5,3.38,1,3.75
25-4031.00,Library Technicians,2.75,3.12,2.38,2.88,3,1.75,1.12,1.12,2.62,2.88,2.62,1.5,1.75,2.62,2.12,2.62,2.25,1.62,1.88,1.75,2.38,1.62,1.38,3.25,1.12,1.25,3.12,3,3.25,2.25,2.12,1.12,2.88,1.75,2.75
25-9011.00,Audio-Visual and Multimedia Collections Specialists,3.12,3.62,3.25,3.25,3.62,3.25,2.88,2.75,3.12,3.5,3.12,2.12,2.75,2.88,2.38,3.12,2.38,2.88,3.12,1.62,2.25,1.62,2.88,3.12,2.62,1.12,2.88,2.88,3.38,3,2.75,2.12,3.38,3.38,3.25
25-9021.00,Farm and Home Management Advisors,3.75,4.5,4,3.88,3.88,1,1.38,1,3.88,3.88,4,2.5,2.62,3.25,2.75,3,2.88,2.75,2.75,2.25,3.38,2,1.62,3.88,1,2.88,3.88,4,4.38,3.75,3.62,2,3.5,1.38,3.75
25-9031.00,Instructional Coordinators,4,4,3.75,3.88,3.75,1,1,1,3.88,3.62,4.12,2.12,2.5,3.5,2.75,4,3.5,1,2.38,1.75,3.38,1.38,2.38,4.38,1,1.38,3.62,3.75,4.25,3.25,3.25,1.62,3.75,1.88,4.12
25-9041.00,Teacher Assistants,3,3.62,2.88,3.12,3.25,1.25,1.38,1,3.25,3,3.12,1.25,1.38,2.5,2,3.12,2.62,1.38,1.88,1.75,2.88,1.5,2.12,3.12,1,1.62,3.25,3.38,3.62,2.25,2,1.75,2.88,1.75,3
27-1011.00,Art Directors,3.38,4,3.75,3.62,3.75,1.75,1.75,1,3,3.88,3,3,2.62,3.38,2.38,3.25,3,1.12,1.88,3,3.38,1.62,2.5,3.75,1.75,1.38,3,3.38,4,3,2.88,1.75,3.88,1.88,3.25
27-1012.00,Craft Artists,2.88,3.12,3.25,2.75,3.25,2.25,2.5,1.12,1.12,2.88,2.38,2.38,2.62,2,2.38,3,2.5,2.5,2.75,2.5,3,1.25,2.62,3,2.25,1.12,3.12,3.25,3,2.12,2.12,1.75,2.88,2.5,2.62
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",3.38,3.25,3,2.62,3.25,1,2,1.25,1.38,3.25,2.25,2.5,2.5,2.12,1.5,2.88,2.38,2.25,2.38,2.88,2.75,1.5,2.38,2.75,1,1,2.5,3,2.88,2.12,2.25,2.12,2.88,2,2.5
27-1014.00,Multimedia Artists and Animators,3.25,3.88,3.25,3.38,3.5,1,1.75,1,2.88,3.38,2.75,2.12,2.12,2.62,2.38,3.25,2.88,2.25,2.12,2,3,2.12,1.62,3.75,1,1,2.75,3,3.38,2.75,2.62,2.12,3.5,1,3.25
27-1021.00,Commercial and Industrial Designers,3.12,3.88,3.62,3,3.88,1,1.75,1.25,2.88,3.38,2.5,2,2,2.88,2.75,3.12,2.62,1.5,2.38,3.38,2.88,1.62,2.75,3.75,1,2.5,2.5,3.12,3.75,3,2.88,3,3.12,1.5,3.12
27-1022.00,Fashion Designers,3.88,4,3.75,3.88,4,1,1.62,1,3.5,3.88,3.12,2.88,2.75,3.75,2.25,3.62,3.62,1,2.25,3.38,3.62,1.38,2.5,3.75,1,1.12,3.62,3.88,3.88,3.25,3.12,1.75,3.75,1.62,3.5
27-1023.00,Floral Designers,3,4.12,3,3.12,3.25,1,1.62,1,2.5,3.25,2.25,2,2.88,2.38,2.38,2.75,2.88,1.5,1.38,3,2.75,1,2,2.62,1,1.12,3.5,3.25,4,2,1.75,1.12,3.75,1.12,2.38
27-1024.00,Graphic Designers,3.12,3.38,3,3.12,3.25,1,1.12,1,2.75,3.12,2.5,1.88,1.75,2.5,2.12,3,2.75,1,2,3.38,2.75,1.38,1.5,3.25,1,1.38,2.75,3,3.38,2.5,2.38,2.25,3,1,3.38
27-1025.00,Interior Designers,2.88,4.12,3.38,3.5,3.5,1,1.12,1,2.75,3.25,2.62,2.62,2.75,3.12,2.75,3.25,3.25,1.88,2.25,3.38,3.5,1.38,1.88,3.75,1,1.38,3.62,3.62,3.88,2.62,2.38,1.75,3.25,1.62,3.5
27-1026.00,Merchandise Displayers and Window Trimmers,2.62,3.75,2.75,3,3.25,1,1.25,1,2.25,3.12,1.5,1.12,1.5,2.12,1.88,2.38,2.5,1.12,1,2.25,2.62,1.12,1.5,2.88,1,1.12,2.88,3.12,3.5,2.12,2,1.75,3.12,1.12,2.75
27-1027.00,Set and Exhibit Designers,3,3.75,3.25,3.62,3.62,2.12,2.12,1.62,2.88,3.62,2.75,3,3,3.25,3.25,3.5,2.75,2.38,2.75,3.62,2.88,1.75,2.75,3.5,2.12,1.62,3,3.25,3.38,3,2.75,2.12,3.75,2.25,3.38
27-2011.00,Actors,3,3.88,2.88,3.25,3.38,1.12,1,1,2.62,3.25,2.75,1,1,2.5,1,3.38,2.5,1,1.12,2,2.75,1,1,3.88,1,1.62,2.25,3.88,4.12,1.75,1.75,1.12,3.12,1,3
27-2012.01,Producers,3.12,3.75,3.5,3.88,3.88,1,1,1,2.75,3.62,2.75,3,2.88,3.5,2.5,4,3.25,1.38,1.88,2.38,3.12,1.62,2.38,3.75,1,1.12,2.62,3.5,4,3.12,2.75,1.62,3.75,1.25,3.88
27-2012.02,"Directors- Stage, Motion Pictures, Television, and Radio",3.38,4.12,3.25,3.75,3.75,1,1,1,3.25,3.5,2.75,1.88,2.25,3.38,2.12,3.62,3.12,1.12,2,1,3.25,1.38,2.5,3.88,1,1,2.75,3.38,4,2.88,2.88,1.62,3.75,1.88,3.38
27-2012.03,Program Directors,4,4,3.88,4,4.25,1,1.12,1,3.12,4.12,3.12,2.75,3,4,2,3.62,3.62,2.12,2.12,3,3.38,1.38,2,4.12,1,1.62,3.38,3.88,4.12,3.25,3.12,1.5,4,1.38,3.88
27-2012.04,Talent Directors,3.38,4,3.5,3.5,3.75,1,1,1,3,3.62,2.88,1.88,1.62,3.25,2.12,3.75,3.5,1,1.75,2.38,3.38,1.62,1.88,4,1,1.62,2.88,3.88,4,2.62,2.38,1.25,3.75,1.62,3.38
27-2012.05,Technical Directors/Managers,3.38,3.88,3.5,4,3.75,2.12,2.12,1,3.25,3.5,3.25,1.88,2.62,3.5,2.12,4,3,2.88,3,2,3.5,1.88,3,3.88,1.88,1.12,3.12,3.5,4,3.38,3.25,1.75,3.62,2.12,3.5
27-2021.00,Athletes and Sports Competitors,2.88,3.88,2.88,3.5,3.5,1.25,1.12,1,2.75,3.25,2.5,1,1.12,2.62,1.62,3.38,2.75,1.12,2.12,2.12,2.88,1,1.75,2.75,1,1.75,2.62,3.38,3.62,2.25,2.5,1.5,2.88,1.5,2.5
27-2022.00,Coaches and Scouts,3.75,4,4,4,4,1,2,1,4.62,4.12,4.12,2.12,2.75,4.25,2.12,4.25,3.75,1.88,2,2.62,3.88,1,2.5,3.75,1,1.88,3.75,4,4.5,3.75,3.88,1.88,4,1.62,3.5
27-2023.00,"Umpires, Referees, and Other Sports Officials",3.38,3.12,3,3,3.38,1,1.12,1,2.88,3.38,2.88,1.25,1,2.62,2.62,3,3.12,1.25,2,1.5,2.62,1,1.25,3,1,1.62,2.75,3.38,3.5,2.38,2.62,1.62,2.75,1.12,2.75
27-2031.00,Dancers,3.12,3.5,2.75,3.38,3,1,1,1,3.12,2.88,3.12,1,1,2.75,1.62,3,2.38,1,1,1.5,2.62,1,1.12,2.88,1,1,3.12,3,3.12,2.25,2.12,1.38,3,1,2.5
27-2032.00,Choreographers,3.38,4.12,3.12,4,3.62,1,1.12,1,4,3.62,3.38,1.62,1.62,3.5,1.5,3.88,3.25,1,1.5,2.75,3.12,1,1.12,3.62,1,1.38,3.25,3.75,4.12,2.5,2.62,1.75,3.88,1,3
27-2041.01,Music Directors,3.38,3.62,3.5,3.62,3.62,1,1.12,1,4.25,3.88,3.38,2,1.75,3.38,1.75,3.5,3.12,1,2.25,2.38,3.25,1,1.88,2.88,1,1.5,3.25,3.62,3.5,3.25,3.5,1.75,3.25,1,3.12
27-2041.04,Music Composers and Arrangers,3,3.5,3.12,3.38,3.5,1,1.12,1,2.38,3.38,2.38,1.5,1.5,2.5,1.88,3.12,2.5,1,1,2.88,2.62,1.62,1.12,3.62,1,1.38,2.75,2.88,3.38,2.5,2.38,1.62,3.38,1,3.62
27-2042.01,Singers,2.75,3.12,2.38,3.12,3,1,1,1,2.5,3,2.62,1.88,1.88,2.38,1,3,2.25,2,2.12,1.88,2.62,1,1.38,2.75,1.25,1.12,2.62,3.12,3.12,2.12,2,1.62,2.75,1,2.5
27-2042.02,"Musicians, Instrumental",2.62,3.5,2.5,3.38,2.88,1,1.12,1,2.25,2.62,2.38,1,1,2.25,1.62,2.88,2.5,1,1.62,1.75,2.75,1,1.62,2.75,1,1,2.62,3.25,3.12,2.38,2.25,1.25,2.88,1.5,2.62
27-3011.00,Radio and Television Announcers,3.12,4.12,3.12,3.25,3.75,1,1,1,2.25,3.25,2.12,1.12,1.38,2,1.5,3,2.75,1.88,1.88,1.62,2.88,1.12,1.5,3.75,1,1.12,2.75,3.5,4.75,1.88,1.75,1.12,3.5,1,3.38
27-3012.00,Public Address System and Other Announcers,2.88,3.62,2.88,3.25,3.12,1.75,1.38,1,2.12,2.75,1.75,1.38,1.62,2,1.88,3.12,2.62,1.75,2.12,1.62,2.62,1.12,1.75,3.38,1.5,1,3.25,3.25,4.5,2,1.88,1.25,2.88,1.62,2.5
27-3021.00,Broadcast News Analysts,3.62,4.12,3.5,3.5,4,1,1.12,1.12,2.88,3.38,2.75,1.5,1.62,3,2.25,3.62,3,2,2.25,2,3.12,1.88,1.12,3.88,1,1.38,2.88,4,4.25,2.62,2.62,1.5,3.5,1.12,3.75
27-3022.00,Reporters and Correspondents,3.25,4.5,3.38,3.38,3.88,1,1,1,1.88,3.38,2,1,1,2.12,1.38,3.38,2.75,1.5,1.38,2.25,3,1.12,1.88,4.25,1,1.25,2.25,3.5,4.38,2,1.5,1.12,3.88,1,4.38
27-3031.00,Public Relations Specialists,3.12,4,3.5,3.62,4,1,1,1,2.75,3.5,2.25,1.75,1.88,2.88,2.12,3.25,3,1,1.5,2.62,3.12,1.38,1,3.88,1,1.38,3.25,3.62,4.12,3,3,1.62,3.62,1,3.75
27-3041.00,Editors,3.12,3.62,3.12,3.12,3.62,1,1,1,3,3.38,2.62,1.88,1.88,3,2.38,3.25,3,1.25,2,2.5,3,2,3.62,4.62,1,1.12,2.5,3,3.5,2.62,2.38,1.62,3.38,1,4.25
27-3042.00,Technical Writers,3.25,3.75,2.75,3,3.62,1,1,1,2.5,3.12,2.5,1.38,1.62,2.12,1.62,3,2.62,1,1.5,2.5,2.88,1.38,2.25,4.12,1,1.25,2.12,2.75,3.75,2.38,1.88,1.38,3.12,1.12,4.88
27-3043.04,Copy Writers,3,3.88,3.25,3.12,3.5,1,1,1,2.75,3.25,2.62,1.62,1.62,2.62,2.12,3,2.88,1.88,2.12,2.12,3.12,1.38,1.25,4.25,1,1.62,2.88,3.12,3.62,2.5,2.38,1.5,3.12,1,4.25
27-3043.05,"Poets, Lyricists and Creative Writers",3.62,3.62,3.5,2.88,3.75,1,1.38,1,2.5,3.62,2.88,2.25,2.12,1.88,1.38,3.12,2.62,1.25,1.75,2.25,2.88,1.88,1.75,4.12,1,1.62,2.5,3.38,3.5,2.25,2.25,1.38,3.25,1,4.88
27-3091.00,Interpreters and Translators,3.25,4.12,3,3.12,3.62,1,1,1,3.12,3.12,3.12,1,1,2.88,1.75,3.5,2.25,1,2,1.62,2.88,1.25,1.88,4,1,1.25,3.12,3.12,4.12,2.38,2.25,1.75,3,1,3.75
27-4011.00,Audio and Video Equipment Technicians,2.88,3.38,3.12,3.12,3.5,2.25,2.62,2.5,3,3.12,2.62,1.5,2,2.62,2.12,3.5,2.62,3,3.5,1.62,2.62,1.75,3,3.5,2.25,1.12,3,3,3.25,2.75,2.88,2.12,3,2.88,3.38
27-4012.00,Broadcast Technicians,3.12,3.5,3.25,2.88,3.62,2.88,2.75,2.12,2.5,3.25,2.75,1.62,2,2.5,2.62,3.5,1.88,2.88,3.5,1.88,2.25,1.88,2.88,3.25,2.5,1.75,2.38,2.88,3.38,2.88,2.62,2,3.12,3,3.25
27-4013.00,Radio Operators,2.75,4,3,3.12,3.25,1.88,1.25,1.12,2.5,3.12,2.62,1,1,2.5,1.62,3.38,2.12,2.12,3,1.75,2.38,1.5,2.38,3.5,1.88,2,2.88,3,4.12,2.38,2,1.62,3.25,2.25,3.38
27-4014.00,Sound Engineering Technicians,3.12,3.62,3.25,3.12,3.5,2.62,2.5,1.5,2.88,3.12,2.62,1.88,2,2.75,2.12,3.38,2.88,3.12,3.25,1.25,2.88,2,2.88,3.5,2.62,1.12,2.88,3,3.62,2.88,2.75,2.38,3.12,2.75,3.25
27-4021.00,Photographers,2.5,3.75,2.88,2.75,3,1.38,1.75,1.25,3,3,2.5,1,1.25,2.75,1.62,3,2.38,2.38,2.38,3,2.88,1.25,2.12,3,1.12,2,2.88,3.38,3.5,1.88,1.88,1.75,2.88,1.88,2.75
27-4031.00,"Camera Operators, Television, Video, and Motion Picture",2.88,3.5,3,3.38,3.25,1.75,2.5,1.12,2.25,3.12,2.5,1.5,2.12,2.5,2.12,3,2,3.25,3,2.12,2.5,1.38,3,3,1.62,1.38,2.62,2.88,3.38,2.25,2.38,2.12,3.12,2.38,2.5
27-4032.00,Film and Video Editors,3.12,3.62,3.12,3,3.5,1,1.38,1.12,2.62,3.25,2.62,1.62,1.62,2.5,2,3,2.62,1.38,2.38,2.12,2.75,1.75,2.62,3.5,1,1,2.75,2.88,3.38,2.62,2.5,2.12,3.38,1.88,3.12
29-1011.00,Chiropractors,3.38,4,3.75,3.12,3.88,1,1,1,3,3.62,2.88,2.12,2,3.12,2.12,3.25,2.88,2.12,2.25,2.5,3.12,1.38,2.25,4,1,3.5,3.38,3.5,3.88,3,3.12,1.5,3.75,1.88,3.62
29-1021.00,"Dentists, General",3.62,4,3.75,3.75,4.38,1.38,2.25,1.38,3.12,4.12,3.25,3,3,3.5,2.75,4,3,3,2.5,2.38,3.62,1.38,2.75,3.62,1.12,3.62,3.75,3.88,3.88,2.75,2.62,1.88,3.75,1.62,3.12
29-1022.00,Oral and Maxillofacial Surgeons,3.88,3.88,4.12,3.62,4,1.88,2.12,1,2.88,4.12,2.88,2,2,2.75,2.62,3.88,2.62,2.88,2.75,3.12,2.75,1.5,2.75,4,1.88,3.5,3.25,3.75,3.88,3.25,3,2,3.38,1.88,3.5
29-1023.00,Orthodontists,3.75,4,3.88,3.75,4,1,2,1.12,3.12,3.88,3,1.88,2.12,3.12,2.25,3.75,3,2.25,2.5,3.25,3.12,1.25,2.12,3.75,1,3.62,3.12,3.88,4,3.12,2.88,2,3.75,2,3.38
29-1024.00,Prosthodontists,3,4,3.75,3.25,3.88,1.75,2,1.38,3.25,3.38,2.88,2,2.25,3.25,2.12,3.5,2.75,2.25,2.5,3,2.88,1.62,2.5,3.5,1.75,3,3.25,3.88,4,2.75,2.5,2.12,3.25,2.38,3.38
29-1031.00,Dietitians and Nutritionists,3.38,4.12,3.62,3.75,3.88,1,1.12,1,3.62,3.62,3.62,2.88,2.88,3.25,3.12,3.62,3.12,1.25,2.12,3.38,3.38,1.62,2.75,3.75,1,3.38,3.5,3.75,4,3.5,3.38,1.62,3.38,1.88,4
29-1041.00,Optometrists,3.25,3.75,3.12,3.38,3.62,1,1.25,1,2.88,3.25,2.75,2.25,2.25,2.88,3,3.12,2.5,2.5,2.5,2.88,3.12,1.75,2.62,3.38,1,3.88,3.38,3.25,3.5,2.75,2.75,1.75,3,2.12,3.25
29-1051.00,Pharmacists,3.88,4,3.62,3.5,3.88,1,1.25,1,3.75,3.75,3.38,2.38,2.5,3.62,3.38,3.75,3.12,1,2.25,3,3.38,1.38,2.12,4,1,3.75,3.75,3.62,3.88,3,2.88,1.5,3.62,1.62,3.75
29-1061.00,Anesthesiologists,3.62,4.12,4,3.12,4.5,1,1.38,1,3.12,4.12,3.25,2.25,2.12,3,3,4.12,2.88,2.75,3.62,2.62,3,1.12,2.75,4,1,4,3.25,3.75,3.88,3.12,3.25,1.62,3.75,2.12,4
29-1062.00,Family and General Practitioners,3.75,4.25,4,3.25,4.38,1,1.38,1,3.12,4.25,3.12,1.75,1.88,3,2.5,3.88,3,1,2.12,2.5,3,1,2,4.12,1,4,3.88,3.88,4,3,2.88,1.25,3.62,1.5,4.12
29-1063.00,"Internists, General",3.88,4,4.12,3.12,4.12,1,1.5,1,3.12,4.12,3.12,1.75,1.75,2.88,2.62,3.62,2.75,1.38,1.88,2.88,3.12,1.62,2.5,4,1,4.38,3.62,3.88,4.12,3.25,3.38,1.62,3,1.62,4
29-1064.00,Obstetricians and Gynecologists,4,4.12,4,3.5,4.38,1,1.25,1,3,4,3.38,1.88,2.25,3.12,2.5,3.88,3,1.5,2.12,2.75,3,1.25,1.62,4.12,1,4,3.75,3.75,4.12,3,3,1.38,3.5,1.25,4
29-1065.00,"Pediatricians, General",3.88,4.25,3.75,3.25,4.25,1,1.25,1,3.25,4.12,3.25,1.5,1.75,3,2.25,3.88,2.75,1,1.88,3,3.12,1.25,1.75,4,1,4,3.62,4,4.12,3.12,3.12,1.5,3.25,1.62,3.88
29-1066.00,Psychiatrists,4.12,4.62,3.88,3.5,4.25,1,1,1,3.5,4.12,3.62,1.88,1.75,3.25,2.25,4.12,3.5,1,1.75,3.5,3.5,1.38,1,4.25,1,4.12,3.88,4.62,4.38,3.38,3.25,1.38,3.62,1,4.25
29-1067.00,Surgeons,3.88,4.12,4.12,3.62,4.12,1,1.88,1,3.25,4.12,3.38,2,2.25,3,2.88,3.88,2.62,2.25,2.5,2.62,2.88,1.62,2.38,4,1,3.75,3.62,3.75,4,3,3.12,1.75,3.25,1.75,3.62
29-1069.01,Allergists and Immunologists,4,4.38,4,3.38,4.25,1,1.25,1,3.62,4.25,3.5,1.88,2,2.88,2.88,4.25,2.88,1,2.25,1.38,3.25,1.38,1.88,4.5,1,3.62,3.5,3.75,4.38,3.25,3.38,1.5,3.62,1.75,4.12
29-1069.02,Dermatologists,3.62,4,3.12,3.25,4,1,1.25,1,3.12,3.5,2.88,1.88,1.75,2.88,2.38,3.38,2.75,1.38,1.75,2,3.25,1.62,2.38,3.88,1,3.5,3.75,3.5,3.62,2.88,2.88,1.62,3.12,1.75,3.38
29-1069.03,Hospitalists,4,4.12,4,3.75,4.25,1,1.38,1,3.25,3.88,3.12,1.88,2,3.25,3,3.88,3,1.25,1.62,1.75,3.25,1.38,2.12,4.12,1,3.25,4,4.25,4.12,3.5,3.38,1.5,3.38,1.12,3.75
29-1069.04,Neurologists,3.75,4.25,4.12,3.75,4.12,1,1.38,1,3.5,4,3.38,2,2.12,3,2.88,4,2.75,1.25,2.12,2.12,3.5,1.75,2.38,4.12,1,3.75,3.5,4.12,4.12,3.38,3.25,1.88,3.25,1.75,4
29-1069.05,Nuclear Medicine Physicians,4.12,4,4,3.75,4.25,1,1.12,1,3.88,3.88,3.75,2,2.5,3.25,3,3.88,3,2.25,2.75,1.38,3.12,1.5,2.38,4.12,1,4,3.5,3.75,4,3.62,3.5,1.75,3.25,1.75,4.12
29-1069.06,Ophthalmologists,3.62,4.25,3.75,3.88,4.38,1,1.5,1,3.62,3.88,3.25,1.88,2,3.12,2.88,3.75,2.62,2.5,2.62,2.12,3.5,1.62,2.62,4.12,1,3.75,3.75,3.88,4.12,3.12,3.25,1.75,3.62,1.88,3.75
29-1069.07,Pathologists,3.88,4,3.88,3.25,4,1,1.5,1,3.25,3.62,3.25,2.62,2.75,3.12,2.62,3.38,2.62,1.5,2.25,1.62,2.75,2,2.62,4,1,3.88,2.88,3.25,4,3.25,3.12,1.88,3.12,1.88,4
29-1069.08,Physical Medicine and Rehabilitation Physicians,3.62,4,3.75,3.75,4.12,1,1.25,1,3.62,3.88,3.12,1.88,2,3,2.88,3.75,2.62,1.88,2.12,2.12,3.25,1.75,2.62,4,1,3.25,3.62,4,4,3,3.25,2,3.5,1.88,3.75
29-1069.09,Preventive Medicine Physicians,4,4,3.75,3.5,4.25,1,1.12,1,3.5,4.12,3.38,2.12,2.25,3.5,3.25,3.75,3.25,1.62,1.88,2.5,3.38,1.62,2.12,4.25,1,3.62,3.62,3.75,4.12,3.25,3.38,1.62,3.38,1,3.5
29-1069.10,Radiologists,3.62,4.12,3.88,3.12,4.12,1,1.38,1,3.62,4,3.38,2,2.25,3.25,2.75,3.88,2.75,2.5,3.38,1.38,3,1.62,2.75,4.12,1,3.5,3.38,3.75,4,3.12,2.88,1.75,3.5,1.88,4.25
29-1069.11,Sports Medicine Physicians,3.88,4.38,3.88,3.62,4.25,1,1.5,1,3.75,4.12,3.62,1.88,2,3.12,2.5,4.12,3,2.5,2.88,2,3.5,1.88,2.62,4.5,1,3.25,3.75,3.88,4,3.38,3.62,1.88,3.75,2,3.75
29-1069.12,Urologists,3.5,4.25,4,3.25,4.12,1,1.62,1,3.12,4.25,3,2,1.88,3,2.5,3.75,2.88,2.25,2.88,1,2.88,1.5,2.62,4.25,1,3.88,3.25,3.5,3.75,3.5,3.25,1.38,3.5,2,4.25
