Code,Title,Oral Comprehension,Written Comprehension,Oral Expression,Written Expression,Fluency of Ideas,Originality,Problem Sensitivity,Deductive Reasoning,Inductive Reasoning,Information Ordering,Category Flexibility,Mathematical Reasoning,Number Facility,Memorization,Speed of Closure,Flexibility of Closure,Perceptual Speed,Spatial Orientation,Visualization,Selective Attention,Time Sharing,Arm-Hand Steadiness,Manual Dexterity,Finger Dexterity,Control Precision,Multilimb Coordination,Response Orientation,Rate Control,Reaction Time,Wrist-Finger Speed,Speed of Limb Movement,Static Strength,Explosive Strength,Dynamic Strength,Trunk Strength,Stamina,Extent Flexibility,Dynamic Flexibility,Gross Body Coordination,Gross Body Equilibrium,Near Vision,Far Vision,Visual Color Discrimination,Night Vision,Peripheral Vision,Depth Perception,Glare Sensitivity,Hearing Sensitivity,Auditory Attention,Sound Localization,Speech Recognition,Speech Clarity
49-9011.00,Mechanical Door Repairers,3.25,2.88,3.25,2.5,2.25,2.25,3,2.88,2.88,3.25,2.5,1.88,2.38,2.25,2.63,2.25,2.5,2,3.63,2.63,2.13,3.13,3.38,3.25,3.13,2.88,2.13,1.88,3,2.13,2.38,3.5,0.5,2.75,3.38,2.38,4,0.13,2.88,2.75,3,3,3.25,1.63,1.38,2.88,2,2.5,2.13,1.63,3,2.63
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",3.5,3.13,3.38,2.88,2.5,2.5,3,2.75,2.63,3.25,3,2,1.75,2.25,1.5,2.63,3,1.63,3.13,2.88,2.5,3.13,3.25,3.13,3,3.13,2.25,1.75,2.38,1.13,2.13,2.25,0.25,1.75,2.38,2.38,3.5,0.63,2.13,2.63,3.38,2.88,2.88,1.5,1.38,2.75,2.38,2.38,2.5,1.13,2.88,2.88
49-9021.01,Heating and Air Conditioning Mechanics and Installers,3.75,3.25,3.75,2.62,2.5,2.5,3.5,3.38,3.25,3.75,2.88,2.38,2.5,2.5,2.88,3.25,3.25,2.25,4.12,3.12,2.5,3.25,3,3.5,3.5,3.5,2.5,1.75,3.25,2.25,2.62,3.62,0.88,2.25,3.25,2.38,4.25,0.62,2.75,2.62,3.62,3.25,3.38,1.12,1.38,2.5,1.75,3.25,3,1.5,3.38,2.88
49-9021.02,Refrigeration Mechanics and Installers,3.75,3.12,3.62,2.62,2.75,2.5,3.62,3.25,3.38,3.5,3.12,2.12,2.12,2.5,2.62,3.5,2.75,2.12,4,3.12,2.5,3.5,2.75,3.38,3,2.75,2.38,1.5,2.88,2.38,1.88,3.5,0.62,2.25,3.12,1.88,3.88,0.62,2.5,2.5,3.75,2.38,3.62,0.75,1.38,3,2.12,3.88,3,2.12,3.12,2.88
49-9031.00,Home Appliance Repairers,3.38,3.25,3.38,3,2.5,2.13,3.25,3.38,3.25,3.25,2.75,2.25,2.75,2,1.88,3.25,3,0.88,3.75,2.88,2.75,3.5,3.13,3.63,3.13,3.13,2,1.75,2.25,2,1.38,2.5,0.38,2.13,3.13,2.25,3.5,0.25,1.88,1.38,3.38,2.38,3.38,0.88,0.88,1.88,0.88,3.75,2.75,1.13,2.63,2.88
49-9041.00,Industrial Machinery Mechanics,3.5,3.38,3.13,2.63,2.63,2.63,3.13,3.25,3,3.75,2.88,2,2.38,2.63,2.88,2.88,3,2,3.63,3.5,2.75,3.38,3.75,3.63,3.88,3.63,3.13,2.88,4.13,2.75,2.63,3.5,0.5,2.5,3.25,2.38,3.63,0.25,2.63,2.38,3.5,3.13,3.75,1.63,1.5,3,2.5,3.88,3.88,2.25,2.63,2.75
49-9043.00,"Maintenance Workers, Machinery",3.5,3,3.25,2.5,2.38,2.25,3,3.13,3.13,3,2.63,1.75,1.63,1.63,1.88,3,3.38,1.38,3.25,3.13,2.13,3.25,3.13,3.13,3.38,2.88,2.38,2.63,3,1.63,1.5,3,0.25,2.25,2.88,1.88,3.13,0,1.63,1.75,3.25,2.63,2.63,0.88,0.75,2.88,1.13,2.5,3.13,1.5,2.63,2.25
49-9044.00,Millwrights,3.75,3.25,3.62,2.88,2.75,2.62,3.5,3.25,3.12,3.75,3.38,2.5,2.62,2.25,2.88,3.12,3,2.12,3.88,3.25,2.88,3.25,3.62,3.5,3.88,3.75,3.38,3.12,3.38,2.38,3.12,3.62,0.38,3,3.5,2.88,3.75,0.25,3,3.25,3.62,2.88,2.88,1.75,1.75,3.38,2.5,3.38,3.38,1.75,3,2.75
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",3,3,3,2.63,1.88,1.88,2.88,3,2.88,3.13,2.88,1.63,1.75,1.13,2,2.5,2.75,1.75,3,3.38,2.38,3.38,3.25,3.13,3.25,3.13,2.25,2.38,3.13,1.88,1.88,2.38,0.38,2.13,3,2.38,3.38,0.38,2.5,2.88,3.38,2.75,2.5,1.25,1.25,2.88,2.13,2.75,3,1.25,2.63,2.75
49-9051.00,Electrical Power-Line Installers and Repairers,3.88,3,3.38,3,3,3,3.75,3.12,3.12,3.88,3.12,1.38,1.88,2.25,2.38,2.75,2.38,2,3,3.38,3,3.25,3.38,3.5,3.62,3.75,3,2.88,3.38,2.12,2.12,3.62,0.38,2.75,3,2.75,3.62,0.38,2.5,3,3.88,3.25,3.25,1.25,1.25,3.12,2,2,2.25,1,2.88,2.88
49-9052.00,Telecommunications Line Installers and Repairers,3.63,3.25,3.5,2.75,2.38,2.5,3.13,3,3.13,3,3,2.38,2.25,2.25,2.25,2.75,3,1.75,3,2.75,2.88,3.25,3.13,3.13,3.63,3.38,2.88,2.13,2.38,1.63,1.63,3,0.25,2.25,2.75,2,3.63,0.88,2.25,2.5,3.5,2.5,3.25,1.38,1.75,2.63,1.5,2.13,2.5,1.75,2.63,2.63
49-9061.00,Camera and Photographic Equipment Repairers,3.75,3.75,3.75,2.38,2.5,2.63,3.25,3.38,3.38,3.38,2.75,2.25,2.75,2.5,2.5,2.75,2.63,0,3.88,2.5,2,4,3,4.13,3.38,2.38,1.5,1.38,1.5,1.75,0.25,1.5,0.13,0.25,1.75,0.13,0.13,0,0,0,4.13,3.5,3.13,0.25,0,2.75,0,2.25,1.63,0.13,2.63,2.88
49-9062.00,Medical Equipment Repairers,3.88,4.25,3.75,2.75,3,3,3.38,3.62,3.38,3.75,3.38,3.12,2.88,3,3.12,3.5,3.62,1.88,4.12,3.25,2.38,3.25,3.62,4,3.5,2.88,2.5,1.75,2.88,2.12,2,2.38,0.38,1.75,2.75,1.5,3,0.12,1.38,1.12,4,3.38,3.38,1.25,1.12,2.62,2,3.38,3.12,2,3.25,2.88
49-9063.00,Musical Instrument Repairers and Tuners,3.5,2.75,3.63,2.38,3,2.88,3.38,3.13,3.25,3,3.13,1.75,2.13,2.75,2.88,2.63,2.38,0.13,4,3.25,2.75,3.75,3.88,4.38,3.63,3.13,2,1.5,2.5,2.25,0.38,2.88,0.38,1.88,2.63,1.25,1.88,0,1.38,0.88,3.5,2.75,3.13,0.13,0.13,2.5,0.13,5.38,3.75,1.13,2.88,2.38
49-9064.00,Watch Repairers,3.25,3,2.88,2.12,2.25,2.5,3.12,3.25,3.25,3.12,2.88,1.62,1.88,1.5,2,2.62,2.25,0,3.38,2.62,2.5,4.25,3.12,4.88,3.75,2.62,1.5,1.25,1.75,1.75,0,0.62,0,0,0.88,0,0,0,0,0,4.5,2.25,2.25,0,0,2.38,0.25,2.12,1.5,0,2.5,2.5
49-9071.00,"Maintenance and Repair Workers, General",3.5,2.88,3.25,2.75,2,2.12,3.62,3.25,3.38,4,2.62,1.75,1.25,2.25,2.75,3,2.38,1.88,3.75,3,2.25,3.38,3.38,3.5,3.38,3.62,1.88,1.75,2.38,1.75,2.12,3.38,0.62,2.12,2.75,2.12,3.5,0.62,2.25,2,3.88,2.38,3.38,1.12,1,2.5,1.88,3,2.5,0.88,2.75,2.62
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",3.25,3,3,2.88,2.38,2.25,2.88,2.88,3,2.75,2.75,2,2.25,1.88,1.13,2.38,2.88,1.5,2.88,2.88,2.63,3,3,3.38,3.25,3,2.63,2,2.13,1.88,1.75,2.38,0.25,1.25,2.25,1.5,2.75,0.25,1.5,1.25,3.13,2.38,2.63,1,1.38,2.13,1.5,2.38,2.13,1.13,2.75,2.75
49-9092.00,Commercial Divers,3.88,3.5,3.88,3.38,3.13,3,3.63,3.5,3.5,3.38,3.38,1.88,2.13,2.25,2.75,3.75,3.75,3.25,3.38,3.13,3,3.63,3.38,3.5,3.5,3.63,2.75,2.38,3.25,1.63,2,3.13,0.88,2.63,3.13,3.13,4,0.25,3.5,2.75,3.75,3.25,2.88,1.88,1.88,3.5,2.25,3,2.63,1.63,3.25,3
49-9093.00,"Fabric Menders, Except Garment",2.62,2.38,2.38,1.62,2,1.88,2.25,2.5,2,2.5,2.62,1.75,1.88,0.25,1.25,2.38,2,0,3,2.88,1.88,4.12,3.5,3.62,3,3.12,2,2.12,2.62,3,0.38,2.25,0.62,2,2.62,1.25,2.62,0.25,1.62,1,4,2.75,2.88,0,0,2.62,1.75,2.12,2.62,0,2.5,2.12
49-9094.00,Locksmiths and Safe Repairers,3.25,2.88,3.5,2.38,2.38,2.38,2.88,2.75,2.62,3.25,2.75,1.88,2,2.38,2.62,3,2.62,1.88,3.75,2.88,2,3.75,2.88,3.75,3.12,2.62,2,1.62,2.62,2.75,1.12,2.62,0.12,1.75,2.62,1.12,3.25,0,1.62,0.75,4.12,2.25,2.75,0.88,0.88,3,2.25,2.38,2,1,3,2.75
49-9095.00,Manufactured Building and Mobile Home Installers,3.88,3.25,3.75,2.63,2.88,2.88,3.25,3.63,3.25,3.5,3,2.25,2.63,3,2.63,3.25,3,2.88,4.25,3.25,3.13,3.38,3.5,3.5,3.63,4.13,3.63,3,4,3.38,3.13,4,1.25,3,3.75,3.25,3.88,0.63,3.5,3.13,3.63,3.5,3.63,1.88,2.25,3.63,2.38,2.88,3,1.88,3.13,2.88
49-9096.00,Riggers,3.38,2.5,3.5,2.25,2.13,2.25,3.38,2.88,2.88,3.25,2.88,0.38,0.5,1.88,1.88,2.5,2.88,2.38,3.75,3.25,2.5,2.88,3.25,2.75,3.13,3.38,2.88,2.13,3.13,2,2.25,2.88,0.5,2.25,3.13,2.75,3.38,0.13,2.88,3,2.88,3.5,2.25,1.5,2.25,3.63,2.38,2.38,2.75,1.38,2.5,2.63
49-9097.00,Signal and Track Switch Repairers,3.5,3,3,2.63,2.5,2.13,3.38,3.5,3.38,3.38,2.88,2.5,2.38,2.63,3,3.5,3.25,2.63,3.88,3.25,2.88,3.25,3.38,3.63,3.63,3.38,2.75,2,3.25,2,2.25,3.13,0.38,2.13,3,2.38,3.13,0,2.38,2.38,3.5,3.88,3.63,2,2.13,2.88,2.75,3.13,3.25,2,2.38,2.38
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",3.62,2.38,3,1.62,2.25,2,2.88,2.88,2.88,3,2.88,1.5,1.5,2.12,2.12,3,3,1.75,3.5,2.88,2.5,3,3,3.12,3.25,3,2.5,2.12,3,2.12,2.25,3.62,1.12,2.5,3.38,2.88,4,0.5,2.75,2.5,3.12,2.88,3.38,1.38,1.5,2.75,2.25,3,3,2,2.62,2.5
49-9099.01,Geothermal Technicians,3.88,3.38,3.62,2.88,2.75,2.75,3.5,3.38,3.38,3.25,3.38,2.88,2.88,2.38,3,3.12,3.62,2.12,3.5,3.75,3.25,2.88,3,3,3.75,3.62,3,2.62,3.38,2.25,2,2.62,0.5,2.38,3,2.25,3,0.38,2,2.5,3.5,3,3.25,1.62,1.62,3,2,3,4,2.12,2.62,2.25
51-1011.00,First-Line Supervisors of Production and Operating Workers,4,3.75,4,3.88,3.25,3.5,3.62,4,3.75,3.62,3,2.75,2.75,2.25,2.25,2.88,3.25,0.88,3.12,3.38,2.88,3,2.88,3,3,2.88,2.12,2.12,2.88,1.88,2,2.38,0,1.62,2.38,2,1.62,0,2,1.12,3,3,2.38,0.5,0.75,3,0.62,2.5,2.75,0.88,3.38,3.5
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",3.63,3.5,3.38,2.63,2.63,2.5,3.5,3.5,3.38,4,3,2.38,2.63,2.25,2.63,3.13,3.13,1.88,4.25,3.5,2.5,3.25,3.5,3.75,3.5,3.13,2.63,2.38,3.38,2.25,2.25,2.88,0.75,2.25,3.38,2.38,3.75,0.38,2.5,2.63,3.5,3.5,3.38,1.38,1.63,3.13,2.5,3,3.38,1.75,2.63,2.5
51-2021.00,"Coil Winders, Tapers, and Finishers",3,2.88,3.13,2.25,1.75,1.38,2.88,2.63,2.63,2.63,2.63,0.5,1,1,1.25,2.5,2.75,0.63,2.13,2.75,1.88,3.13,3,3.13,3.13,2.75,2.25,2,2.88,1.38,1.13,2.5,0.25,1.75,2.63,1.5,2.38,0.13,1,0.63,3.13,2.25,2.5,0.5,0.75,2.5,0.88,2.38,1.63,0.38,2.63,2.63
51-2022.00,Electrical and Electronic Equipment Assemblers,3.88,3.13,3.38,2.75,2.38,2.25,3.38,3.38,3.25,3.5,3,1.38,1.5,1,2.13,2.88,3.13,1,4,3.13,2.38,3.75,3.63,3.75,3.38,3,2.25,1.88,2.38,1.88,0.75,2.63,0.25,1.75,2.63,1.38,2.5,0,1.38,0.5,3.63,2.5,3.13,0.88,0.5,1.88,0.75,2.5,2.25,0.75,2.88,2.88
51-2023.00,Electromechanical Equipment Assemblers,3.38,3.13,3.38,2.75,2.13,2.13,3.25,3.13,3.13,3.5,3.25,1.63,1.63,1.75,1.5,2.5,2.75,0,3.38,2.75,1.75,3.13,3.5,3.63,3.38,2.38,1.13,0.88,0.88,1.13,0.25,2.13,0.25,1.5,2.5,0.88,2,0.13,1.13,1,3.5,2.5,2.38,0,0,1.63,0,2.63,2.25,0.5,2.5,2.38
51-2031.00,Engine and Other Machine Assemblers,3.38,3.25,3,2.38,1.88,1.75,3,3.13,3,3.38,2.75,1.75,1.75,1.88,2,2.88,3.13,1.5,3.63,3.25,2.75,3.25,3.25,3.38,3.5,3.63,1.75,1.75,3.38,1.75,1.75,2.88,0.25,2.38,3.25,2.13,3.25,0,1.63,1.38,3.38,2.75,2.75,1.13,1.38,2.63,2,3.25,3.13,1,2.63,2.75
51-2041.00,Structural Metal Fabricators and Fitters,3.25,3,3.25,2.25,0.88,0.5,2.63,2.63,2.63,3,3,1.25,1.25,0.5,1.13,2.25,2.38,0.63,3.5,3,2.25,3,3.25,2.75,3.38,3,1.38,1.38,2.38,1.38,1.63,3.13,0.75,1.88,3.38,1.63,2.75,0.63,1.88,1.75,3.25,2.63,1.88,0.25,0.25,2.63,1,2.38,2.63,0.13,2.38,2.38
51-2091.00,Fiberglass Laminators and Fabricators,3.13,2.88,2.75,2.5,2.63,2.38,2.88,2.88,2.88,3.13,3.13,2,2.13,2,2.38,3.5,3,1.5,3.25,2.88,2.5,3.38,3.38,3.13,3.13,3.63,2.88,2.88,3,2.13,2.25,3.25,0.5,2.63,3.13,2.75,3.38,0.38,2.63,1.88,3.38,3.38,3.13,1.5,1.75,3,2.25,2.75,3.13,1.5,2.5,2.38
51-2092.00,Team Assemblers,3.88,2.88,3.25,2.62,1.88,1.88,2.88,2.75,2.75,3.25,2.75,1.12,1.25,1.75,1.75,2.25,2.5,1.25,2.88,3,2.62,2.88,2.88,3.12,3.12,3.25,2.12,2.5,2.38,1.88,1.62,2.5,0,2.12,2.75,2,2.5,0,2,1,3,2.75,2.5,1,1,2.62,0.88,2.12,2.12,0.75,2.75,2.75
51-2093.00,Timing Device Assemblers and Adjusters,3,2.88,3.12,2.38,2.38,2.25,3,2.88,2.88,3.25,2.88,2,1.75,1.88,1.88,2.62,2.25,1,3.38,2.88,2.62,3.88,3.25,4.75,3.12,2.5,2.12,1.88,2.12,1.88,1.25,1.25,0,0,0.62,0,0,0,0,0,3.88,2.38,2.75,0.88,0.88,2.62,0.88,2.5,2.25,0.88,2.62,2.62
51-3011.00,Bakers,3.75,3.13,3.38,2.5,2.63,2.63,2.88,2.88,2.88,2.88,3,1.75,1.88,1.5,1.5,2.38,2.75,0,3,2.63,2.38,3.13,2.75,2.88,2.63,2.13,1.38,0.38,1.5,2.13,1.75,1.88,0,1,2.63,1.38,1.5,0.25,1.38,0.63,3.5,2.38,3.13,0,0,1.75,0,2.38,1.88,0.25,2.5,2.63
51-3021.00,Butchers and Meat Cutters,2.88,2.63,3.38,2.38,2,2.13,2.88,2.5,2.63,2.75,2.75,1.75,2.38,1.63,2.13,2.25,2.25,0,2.5,2.38,2.13,2.88,3.13,2.5,2.5,2.5,1.88,1.75,2.38,2.38,1.88,2.5,0,1.88,2.75,1.88,2.25,0.38,1.88,1.5,3,2.25,2.5,0,0,2.13,0,2.25,2.25,0,3.25,2.63
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",2.63,2.5,2.75,2,1.63,1.75,2.63,2.5,2.25,2.5,2.63,1.38,2,1.63,1.25,2,2,0,2.38,2,1.63,2.63,2.38,2.5,2.5,1.88,1.5,1.75,2.38,2.5,2,2.13,0,1.75,2.63,1.5,2.13,0,1.5,1.38,2.5,2.13,2.13,0,0,1.75,0,2,1.75,0,2.75,2.38
51-3023.00,Slaughterers and Meat Packers,2.88,1.88,2.63,1.63,1.25,1.25,2.63,2,2.13,2.5,2.38,0.88,0.88,0.88,0.5,1.38,1.88,0.13,1.5,2.5,1.88,3.13,3.13,3.13,2.88,2.63,1.13,1.75,2.75,2.13,1.38,3,0.63,1.88,2.88,2,2.63,0.25,1.75,1,2.75,2,1,0,0,1.63,0.75,1.75,2.75,0.13,2.25,2.38
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",3.25,3.25,3.25,3,2.13,2,3.13,2.88,2.88,2.88,3,0.38,0.75,1.63,2.38,2.63,3.13,0.25,2.88,3.38,1.88,2.75,3,2.75,3.38,2.75,2.13,2.38,2.38,2,1.63,2.5,0.25,2,2.88,2,2.75,0.25,2,1.25,3.5,2.63,2.88,0,0,2.13,0,3,3.5,0.75,2.75,2.75
51-3092.00,Food Batchmakers,3.12,3,3.25,2.5,1.62,1.5,3,3,2.75,3.38,3,1.88,1.75,1.88,1.88,2.5,3.38,0.5,2.38,3,2.12,2.25,3,2.38,3.12,2.38,2,2.12,3,1.88,1.62,2.25,0,1.5,2.88,2.12,2.75,0.12,1.5,0.75,3.38,1.25,2.12,0.25,0.12,1.62,0.12,2.62,2.62,0.62,2.62,2.62
51-3093.00,Food Cooking Machine Operators and Tenders,3,2.88,2.88,2.38,2,1.38,3,3,2.88,3,3,1.75,2,1.88,1.75,2,3,0.88,2.25,2.88,2.12,2.5,2.62,2.38,3,2.5,2,2.38,3.25,1.62,1.88,2.25,0,1.5,2.25,2,2.62,0.25,1.75,1.25,3.12,1.88,2,0.75,0.88,1.62,0.75,2,2.88,1.5,2.5,2.25
51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic",3.75,3.38,3.63,2.88,2.75,2.75,3.5,3.38,3,3.38,3.13,2.63,3,2.63,3,3.38,3.38,1.75,3.5,3.88,2.88,3.5,3.63,3.5,4.13,3.5,3.25,3.13,4,2.75,2.63,3.38,0.5,2.25,2.88,2.25,3,0.13,2.38,1.38,3.38,3.63,3.25,1.38,1.63,3.63,2.5,3.75,4.13,2.25,3.25,3
51-4012.00,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",3.75,3.75,3.75,3.38,3.25,3.13,3.38,3.63,3.25,3.63,3.25,3.5,3.13,2.63,3,3.38,3.38,0.25,3.88,3.5,2.75,2.63,2.5,3,3.13,2.63,2.5,2.5,3.5,2.25,1.88,2.5,0,1.5,2.88,1.75,1.88,0,2,0.63,3.5,3.13,2.5,0,0.25,2.5,0,2.88,3.38,0.5,2.63,2.75
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",3.13,2.63,2.88,2.38,2,2,2.5,2.75,2.5,3.13,2.63,1.63,2,2.25,2.13,2.63,3.25,1.63,3.13,3.38,2.25,3,3,3.25,3.75,3.38,3,2.88,3.63,2.38,2.5,3.25,0.13,2.5,3.25,2.38,3.25,0.13,2.63,1.63,3.13,3,3.13,1.63,1.25,2.63,2.13,2.38,3.25,1.75,2.38,2.5
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",3.13,3,3.13,2.5,2,1.88,2.88,2.75,2.75,3,2.88,1.38,1.63,1.38,2.13,3,3,1.13,3.25,3.38,1.88,3,3,3,3.5,3.13,2.63,2.75,2.88,2,2.25,2.25,0.38,1.88,2.88,1.88,2.5,0.25,1.75,0.88,3.38,2.13,2.25,0.88,1,2.75,0.63,2.5,3.25,0.88,2.25,2.5
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",3.5,3.25,3.5,2.25,2.25,2.25,3.25,3.25,2.88,3.25,2.88,2.13,2,2.38,2.5,3,3.38,1.88,3.13,3.5,2.5,3.38,3.38,3.5,3.88,3.88,3.25,3.5,4.13,2.5,2.88,3.5,0.13,2.88,3.25,2.63,2.88,0,2.75,1.63,3.63,3.25,2.63,1.5,1.5,3,2.38,2.88,3.63,1.75,2.25,2.63
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",3.25,3,3.25,2.63,1.75,1.5,3.13,3,3,3,2.88,2.13,2.38,1.5,2.5,2.88,3.13,1.75,3.38,3,2.63,3.38,3.38,3.38,3.75,3.25,2.75,2.88,3.38,2.13,2,3.25,0.5,2,3.13,2.38,3,0,2.25,1.63,3.63,2.88,2.38,1,1.13,3,0.88,2.75,3.5,1.38,2.75,2.88
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3.25,3.25,3.25,2.75,2.13,1.75,2.88,3,2.88,3,3,2.38,2.25,1.88,1.5,2.5,3.13,1.25,3,3.13,2.5,3.13,3.13,3.5,3.63,3,2.75,2.75,3.25,1.25,1,3.38,0.63,1.75,3,1.88,2.5,0.5,1.38,1,3.63,2.38,2.5,0.75,0.75,2.75,0.75,2.63,2.88,0.75,2.38,2.5
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3.25,3.13,2.88,2.13,2.13,2.13,3.13,3.13,2.88,3.13,2.88,2.38,2.5,2.13,2.38,2.88,3.13,1.75,3.38,3.5,2,3.38,3.38,3.38,4.13,3.25,3.13,3,4,2.5,2.25,3,0.13,2.5,2.88,1.88,2.63,0,2.25,1.63,3.75,3.13,2.25,1.38,1.13,3.13,2,2.63,3.5,1.75,2.38,2.38
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3.25,3,3,2.5,2,1.63,3.25,2.63,2.63,3,2.38,2.13,2.13,1.38,1.25,2.63,2.5,0.75,2.88,2.88,2,3,2.88,3.25,3.63,3.13,2.25,2.25,3.13,1.63,1.63,3,0.38,1.88,3,1.88,2.63,0.13,1.75,0.63,3.38,2.25,2.38,0.75,0.5,2.75,0.63,2.5,2.5,1.13,2.38,2.25
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",3.63,3.38,3.13,2.88,2.38,2.25,3,2.88,2.88,2.88,2.63,2.5,2.38,1.63,1.88,2.63,3,0.38,2.88,3.5,2,3.5,3.13,3.38,3.75,3,1.75,2.38,3.25,1.75,1.38,2.75,0.25,1.5,2.88,2.25,2.88,0,1.75,1,3.38,2.38,2.13,0,0.25,2.5,0,2.88,3.13,0,2.63,2.75
51-4041.00,Machinists,3.38,3.38,3.38,2.75,2.88,3.12,3.25,3.12,3.12,3.25,3.38,2.88,2.75,2.38,2.62,3.12,3.12,2.12,3.62,3.12,2.62,3.38,3.38,3.62,3.62,3.25,2.75,3.12,3.5,2.62,2.5,2.75,0.62,2.38,3,2.38,2.75,0.75,2.25,1.62,3.62,3,2.88,0.88,1.12,2.75,1.25,3,3,1.25,3.12,3.25
51-4051.00,Metal-Refining Furnace Operators and Tenders,3.13,2.63,3.13,2.13,1.88,1.75,3,2.63,2.5,3,2.75,2,2.5,1.88,2.13,3.25,3.25,1.75,2.88,3,2.5,3,3.25,2.88,3.63,3.5,2.75,2.75,3.38,2.13,2.38,2.88,0.38,2.5,3.25,2.63,3.38,0.13,2.63,1.63,3.25,3.38,3,1.5,1.63,3.13,2.88,2.5,3.5,1.88,2.13,2.38
51-4052.00,"Pourers and Casters, Metal",3.25,2.38,2.88,2,1.88,1.88,2.75,2.88,2.88,2.75,2.75,1.38,1.25,1.63,1.5,2.5,3.13,1.13,2.75,3,2.63,3.25,3,2.88,3.25,3.13,2.13,2.5,3.13,1.5,1.75,3,0.38,1.88,3,2.13,2.5,0.5,1.88,1.13,3.38,2.63,3,0.88,1,2.5,2,2.5,2.75,1.25,2.63,2.38
51-4061.00,"Model Makers, Metal and Plastic",3.63,3.13,3.38,2.13,2.25,2.63,3.38,3.13,2.63,3.38,3,2.13,2.5,1.88,2.25,2.75,2.5,0.25,3.88,3.5,2.25,3.38,3.5,3.13,3.63,3.38,3,2.88,3.88,2.5,0.63,2.63,0.5,2.5,2.5,2,2.38,0.5,1.88,1.5,3.38,3.13,2.63,0,0.25,2.88,0,2.88,3.38,0.5,3.25,2.63
51-4062.00,"Patternmakers, Metal and Plastic",3.25,3.25,3.25,3,2.5,2.5,3,2.75,2.75,3.13,2.88,1.38,1.63,1.38,1.63,2.63,2.75,0.75,3.38,3,2.5,3.25,2.88,3.25,3.25,2.88,2.38,2.88,2.88,1.75,1.63,2.38,0.38,1.13,2.63,1.88,2.38,0.5,1.5,0.88,3.63,2.75,2.63,0.88,0.38,2.5,1.25,2.63,2.5,1,2.5,2.63
51-4071.00,Foundry Mold and Coremakers,3,2.38,2.25,1.75,1,1.38,2.5,2.38,2.38,2.63,2.63,1.38,1.63,0.63,1.5,2.13,2.25,0.63,2.63,2.75,2.5,3.13,3.75,3.38,3,3.63,1.13,2.75,3.5,0.75,1.63,3.63,0.13,2.63,3,2.38,3.25,0.13,2.63,1.25,2.75,2.63,2.25,0,0.38,3.13,1.75,2.13,3.38,0.5,2.63,2.13
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",3,2.88,3,2,1.88,1.88,3,2.75,2.38,3,2.63,1.5,2.13,1.63,2.13,2.75,3,0.5,2.88,3.25,2.38,3,3.13,3.13,3.13,3,2.25,2.63,3.38,2.38,2.13,3.5,0.38,3,3.13,2.38,2.63,0.13,2.75,1.75,3.38,3.13,3,0,0.13,2.88,1.88,2.63,3.5,0.13,2.5,2.25
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3.63,3.25,3.75,2.88,2.38,2.38,3.13,3,2.88,3.25,3,1.25,1.88,1.5,2,2.75,2.88,0.88,3.5,3.88,2.75,3.13,3.38,3.38,3.63,3.38,2.5,2.88,3.38,2.13,1.88,2.88,0.38,1.88,2.88,2.25,3,0.25,2,1.38,3.38,2.63,2.75,0.75,0.88,2.25,1.5,3,3.5,1,2.75,2.75
51-4111.00,Tool and Die Makers,3.88,3.5,3.75,2.88,2.62,2.88,3.25,3.5,3.38,3.75,4,2.38,2.38,2,2.12,2.5,2.5,1.12,3.88,3.12,2.12,3.38,3,3.38,3.62,3,2.75,2.25,3,2,2,2.75,0.25,1.88,3,2,2.25,0.25,1.75,0.75,3.5,2.75,2.12,0.62,0.75,2.75,1.62,2,2.25,0.75,2.62,2.5
